time (s),/D5 (V)
0.000,41.07E-9
48.83E-15,-8.785E-6
146.5E-15,-27.15E-6
341.8E-15,-63.84E-6
609.9E-15,-109.6E-6
1.146E-12,-189.8E-6
1.969E-12,-300.1E-6
3.615E-12,-437.5E-6
6.132E-12,-545.2E-6
9.591E-12,-597.5E-6
14.18E-12,-602.5E-6
20.31E-12,-580.8E-6
28.02E-12,-558.7E-6
32.60E-12,-540.5E-6
38.89E-12,-466.2E-6
43.43E-12,-384.0E-6
46.72E-12,-304.7E-6
50.00E-12,-164.3E-6
50.05E-12,-149.1E-6
50.16E-12,-117.2E-6
50.21E-12,-101.2E-6
50.31E-12,-70.50E-6
50.52E-12,-11.96E-6
50.93E-12,90.27E-6
51.76E-12,259.2E-6
53.42E-12,492.7E-6
56.01E-12,661.7E-6
58.82E-12,615.7E-6
62.21E-12,258.6E-6
65.10E-12,-202.6E-6
68.40E-12,-675.1E-6
72.95E-12,-935.4E-6
76.28E-12,-945.3E-6
79.25E-12,-878.3E-6
83.03E-12,-714.5E-6
87.56E-12,-416.3E-6
92.00E-12,-95.01E-6
95.84E-12,116.4E-6
100.0E-12,263.9E-6
100.1E-12,268.1E-6
100.2E-12,277.2E-6
100.3E-12,281.8E-6
100.4E-12,290.3E-6
100.7E-12,306.0E-6
101.3E-12,332.1E-6
102.4E-12,370.5E-6
104.7E-12,409.1E-6
109.3E-12,418.9E-6
117.6E-12,400.2E-6
127.7E-12,376.9E-6
138.5E-12,354.9E-6
150.5E-12,339.7E-6
159.7E-12,330.1E-6
169.2E-12,318.0E-6
178.4E-12,306.9E-6
190.4E-12,290.7E-6
200.0E-12,268.9E-6
200.2E-12,268.5E-6
200.6E-12,267.5E-6
201.5E-12,264.9E-6
201.9E-12,263.4E-6
202.8E-12,260.1E-6
204.5E-12,253.1E-6
207.9E-12,241.4E-6
214.7E-12,236.2E-6
221.7E-12,255.7E-6
229.0E-12,243.8E-6
238.0E-12,215.0E-6
246.8E-12,200.3E-6
258.7E-12,189.7E-6
271.3E-12,179.8E-6
285.7E-12,166.2E-6
302.1E-12,150.5E-6
322.4E-12,131.6E-6
338.3E-12,121.2E-6
355.3E-12,110.2E-6
373.4E-12,99.89E-6
386.7E-12,93.19E-6
400.0E-12,85.89E-6
400.3E-12,81.50E-6
400.9E-12,73.46E-6
401.2E-12,70.35E-6
401.8E-12,65.76E-6
403.0E-12,61.04E-6
405.5E-12,61.63E-6
410.3E-12,72.69E-6
420.1E-12,82.06E-6
435.9E-12,71.25E-6
454.5E-12,58.75E-6
477.4E-12,48.53E-6
507.1E-12,37.71E-6
553.4E-12,25.80E-6
618.8E-12,14.87E-6
706.8E-12,7.355E-6
820.7E-12,2.598E-6
976.1E-12,687.1E-9
1.182E-9,91.21E-9
1.458E-9,53.33E-9
1.842E-9,47.73E-9
2.171E-9,28.98E-9
2.500E-9,60.73E-9
2.500E-9,59.00E-6
2.501E-9,176.3E-6
2.501E-9,364.7E-6
2.502E-9,546.0E-6
2.504E-9,754.0E-6
2.509E-9,878.3E-6
2.515E-9,866.2E-6
2.524E-9,803.0E-6
2.527E-9,748.8E-6
2.530E-9,703.0E-6
2.534E-9,657.6E-6
2.536E-9,633.4E-6
2.539E-9,619.8E-6
2.540E-9,613.2E-6
2.542E-9,615.3E-6
2.544E-9,625.9E-6
2.546E-9,647.3E-6
2.547E-9,666.6E-6
2.549E-9,682.6E-6
2.550E-9,695.4E-6
2.550E-9,689.3E-6
2.550E-9,676.0E-6
2.550E-9,669.2E-6
2.550E-9,656.2E-6
2.550E-9,630.9E-6
2.550E-9,618.6E-6
2.551E-9,594.7E-6
2.551E-9,549.8E-6
2.551E-9,469.7E-6
2.552E-9,341.9E-6
2.555E-9,176.0E-6
2.558E-9,61.41E-6
2.561E-9,5.405E-6
2.564E-9,-27.30E-6
2.568E-9,-42.03E-6
2.573E-9,19.83E-6
2.578E-9,188.6E-6
2.582E-9,371.0E-6
2.587E-9,578.7E-6
2.591E-9,737.3E-6
2.597E-9,842.4E-6
2.598E-9,854.0E-6
2.601E-9,861.0E-6
2.601E-9,860.3E-6
2.602E-9,858.0E-6
2.602E-9,856.3E-6
2.603E-9,851.9E-6
2.604E-9,838.3E-6
2.607E-9,789.1E-6
2.612E-9,629.7E-6
2.616E-9,367.0E-6
2.621E-9,79.96E-6
2.627E-9,-198.0E-6
2.633E-9,-410.9E-6
2.640E-9,-576.3E-6
2.649E-9,-672.2E-6
2.660E-9,-698.3E-6
2.675E-9,-669.5E-6
2.695E-9,-596.1E-6
2.700E-9,-572.1E-6
2.710E-9,-515.0E-6
2.716E-9,-472.9E-6
2.721E-9,-442.2E-6
2.727E-9,-355.7E-6
2.730E-9,-278.2E-6
2.733E-9,-169.5E-6
2.736E-9,-64.02E-6
2.739E-9,11.05E-6
2.742E-9,109.6E-6
2.745E-9,274.1E-6
2.748E-9,454.7E-6
2.750E-9,707.2E-6
2.753E-9,1.125E-3
2.757E-9,1.957E-3
2.759E-9,3.133E-3
2.762E-9,4.614E-3
2.765E-9,5.354E-3
2.767E-9,5.513E-3
2.770E-9,5.319E-3
2.773E-9,5.180E-3
2.776E-9,5.570E-3
2.778E-9,6.277E-3
2.781E-9,6.437E-3
2.783E-9,6.067E-3
2.786E-9,5.330E-3
2.788E-9,4.356E-3
2.791E-9,2.914E-3
2.794E-9,1.436E-3
2.798E-9,40.43E-6
2.801E-9,-679.0E-6
2.803E-9,-1.021E-3
2.806E-9,-1.018E-3
2.810E-9,-677.3E-6
2.814E-9,105.9E-6
2.818E-9,1.611E-3
2.821E-9,3.030E-3
2.824E-9,4.278E-3
2.827E-9,4.661E-3
2.829E-9,4.405E-3
2.833E-9,3.710E-3
2.836E-9,3.027E-3
2.838E-9,2.456E-3
2.841E-9,1.786E-3
2.844E-9,1.241E-3
2.848E-9,739.3E-6
2.853E-9,570.9E-6
2.854E-9,600.9E-6
2.855E-9,689.4E-6
2.858E-9,778.5E-6
2.860E-9,759.6E-6
2.863E-9,636.5E-6
2.867E-9,467.1E-6
2.870E-9,265.8E-6
2.875E-9,100.9E-6
2.878E-9,25.94E-6
2.881E-9,-52.67E-6
2.885E-9,-174.0E-6
2.888E-9,-329.1E-6
2.893E-9,-637.7E-6
2.898E-9,-966.6E-6
2.900E-9,-862.0E-6
2.903E-9,-534.6E-6
2.907E-9,-273.6E-6
2.910E-9,-143.9E-6
2.912E-9,-77.83E-6
2.915E-9,-58.41E-6
2.917E-9,-97.53E-6
2.920E-9,-227.0E-6
2.923E-9,-385.9E-6
2.926E-9,-443.5E-6
2.928E-9,-191.9E-6
2.931E-9,174.5E-6
2.933E-9,518.7E-6
2.936E-9,899.4E-6
2.938E-9,1.292E-3
2.941E-9,1.874E-3
2.943E-9,2.716E-3
2.946E-9,4.250E-3
2.949E-9,5.057E-3
2.951E-9,5.305E-3
2.954E-9,4.976E-3
2.957E-9,4.449E-3
2.959E-9,3.808E-3
2.962E-9,2.974E-3
2.965E-9,2.230E-3
2.969E-9,1.502E-3
2.971E-9,1.111E-3
2.974E-9,733.6E-6
2.977E-9,400.2E-6
2.980E-9,-23.61E-6
2.983E-9,-259.6E-6
2.986E-9,-151.0E-6
2.989E-9,411.2E-6
2.992E-9,1.131E-3
2.995E-9,2.477E-3
2.998E-9,3.890E-3
3.000E-9,4.618E-3
3.003E-9,4.661E-3
3.007E-9,4.103E-3
3.009E-9,3.519E-3
3.012E-9,2.720E-3
3.016E-9,2.032E-3
3.020E-9,1.364E-3
3.022E-9,1.092E-3
3.025E-9,860.6E-6
3.028E-9,636.3E-6
3.031E-9,459.7E-6
3.035E-9,292.5E-6
3.039E-9,154.1E-6
3.045E-9,53.08E-6
3.051E-9,-28.58E-6
3.059E-9,-171.8E-6
3.066E-9,-497.8E-6
3.072E-9,-702.0E-6
3.076E-9,-491.3E-6
3.080E-9,111.7E-6
3.084E-9,1.292E-3
3.088E-9,3.015E-3
3.090E-9,4.396E-3
3.093E-9,5.073E-3
3.096E-9,5.083E-3
3.098E-9,4.719E-3
3.101E-9,4.167E-3
3.103E-9,3.565E-3
3.106E-9,2.969E-3
3.109E-9,2.244E-3
3.112E-9,1.637E-3
3.116E-9,1.053E-3
3.121E-9,595.3E-6
3.127E-9,299.6E-6
3.134E-9,126.9E-6
3.142E-9,42.45E-6
3.148E-9,24.34E-6
3.155E-9,16.32E-6
3.159E-9,45.40E-6
3.163E-9,79.60E-6
3.166E-9,85.70E-6
3.169E-9,74.02E-6
3.173E-9,54.47E-6
3.178E-9,28.37E-6
3.184E-9,6.022E-6
3.191E-9,-20.52E-6
3.196E-9,-50.14E-6
3.203E-9,-114.3E-6
3.206E-9,-154.0E-6
3.209E-9,-246.5E-6
3.212E-9,-421.9E-6
3.216E-9,-662.3E-6
3.219E-9,-774.2E-6
3.221E-9,-715.6E-6
3.225E-9,-446.7E-6
3.229E-9,8.103E-6
3.231E-9,500.9E-6
3.234E-9,1.039E-3
3.237E-9,1.796E-3
3.239E-9,2.806E-3
3.242E-9,4.128E-3
3.244E-9,4.858E-3
3.247E-9,5.022E-3
3.250E-9,4.628E-3
3.253E-9,3.883E-3
3.257E-9,2.855E-3
3.262E-9,1.805E-3
3.268E-9,996.1E-6
3.274E-9,454.0E-6
3.283E-9,151.3E-6
3.295E-9,26.58E-6
3.313E-9,503.5E-9
3.345E-9,3.510E-6
3.408E-9,1.031E-6
3.516E-9,2.603E-6
3.714E-9,288.1E-9
4.077E-9,1.480E-6
4.538E-9,-713.0E-9
5.000E-9,729.9E-9
5.000E-9,-4.518E-6
5.000E-9,-14.66E-6
5.000E-9,-32.43E-6
5.001E-9,-61.70E-6
5.001E-9,-92.93E-6
5.002E-9,-142.9E-6
5.004E-9,-213.1E-6
5.007E-9,-281.2E-6
5.011E-9,-341.2E-6
5.018E-9,-372.0E-6
5.028E-9,-479.8E-6
5.033E-9,-691.6E-6
5.040E-9,-1.543E-3
5.045E-9,-2.585E-3
5.050E-9,-3.744E-3
5.050E-9,-3.740E-3
5.050E-9,-3.729E-3
5.051E-9,-3.707E-3
5.051E-9,-3.699E-3
5.051E-9,-3.681E-3
5.052E-9,-3.646E-3
5.053E-9,-3.567E-3
5.055E-9,-3.383E-3
5.058E-9,-3.066E-3
5.061E-9,-2.812E-3
5.065E-9,-2.556E-3
5.068E-9,-2.188E-3
5.073E-9,-1.548E-3
5.077E-9,-1.094E-3
5.081E-9,-793.5E-6
5.086E-9,-593.4E-6
5.091E-9,-446.7E-6
5.095E-9,-306.9E-6
5.100E-9,-169.5E-6
5.100E-9,-169.9E-6
5.100E-9,-170.7E-6
5.101E-9,-170.9E-6
5.101E-9,-170.4E-6
5.101E-9,-168.5E-6
5.102E-9,-161.7E-6
5.104E-9,-136.3E-6
5.107E-9,-78.87E-6
5.113E-9,27.99E-6
5.120E-9,104.7E-6
5.128E-9,147.3E-6
5.138E-9,167.6E-6
5.151E-9,182.7E-6
5.168E-9,200.2E-6
5.185E-9,216.8E-6
5.201E-9,230.0E-6
5.216E-9,239.9E-6
5.234E-9,249.0E-6
5.258E-9,257.5E-6
5.295E-9,264.2E-6
5.350E-9,265.3E-6
5.419E-9,257.1E-6
5.511E-9,235.5E-6
5.631E-9,197.9E-6
5.796E-9,155.0E-6
6.018E-9,107.3E-6
6.204E-9,44.19E-6
6.420E-9,2.506E-6
6.504E-9,2.654E-6
6.673E-9,-742.3E-9
6.869E-9,1.341E-6
7.184E-9,-688.3E-9
7.500E-9,1.157E-6
7.500E-9,49.77E-6
7.501E-9,144.7E-6
7.501E-9,305.2E-6
7.502E-9,468.8E-6
7.504E-9,681.3E-6
7.508E-9,846.0E-6
7.514E-9,947.5E-6
7.522E-9,1.029E-3
7.526E-9,1.058E-3
7.529E-9,1.033E-3
7.533E-9,909.4E-6
7.536E-9,756.7E-6
7.539E-9,472.0E-6
7.542E-9,107.4E-6
7.543E-9,-245.6E-6
7.545E-9,-710.7E-6
7.547E-9,-1.245E-3
7.548E-9,-2.133E-3
7.550E-9,-3.332E-3
7.550E-9,-3.364E-3
7.550E-9,-3.429E-3
7.550E-9,-3.462E-3
7.550E-9,-3.527E-3
7.550E-9,-3.659E-3
7.551E-9,-3.925E-3
7.551E-9,-4.466E-3
7.552E-9,-5.581E-3
7.554E-9,-7.943E-3
7.557E-9,-11.13E-3
7.560E-9,-15.08E-3
7.564E-9,-15.54E-3
7.569E-9,5.907E-3
7.572E-9,42.66E-3
7.576E-9,100.6E-3
7.580E-9,170.0E-3
7.584E-9,268.7E-3
7.590E-9,397.8E-3
7.596E-9,545.5E-3
7.601E-9,657.3E-3
7.607E-9,755.3E-3
7.612E-9,823.0E-3
7.614E-9,848.8E-3
7.618E-9,878.0E-3
7.621E-9,903.2E-3
7.624E-9,919.5E-3
7.625E-9,924.3E-3
7.627E-9,933.0E-3
7.631E-9,946.9E-3
7.636E-9,962.0E-3
7.641E-9,974.3E-3
7.647E-9,984.0E-3
7.654E-9,991.5E-3
7.660E-9,995.6E-3
7.666E-9,997.6E-3
7.670E-9,998.7E-3
7.673E-9,999.3E-3
7.677E-9,999.8E-3
7.681E-9,1.000
7.686E-9,1.000
7.692E-9,1.001
7.697E-9,1.001
7.701E-9,1.001
7.704E-9,1.001
7.707E-9,1.001
7.709E-9,1.000
7.712E-9,1.000
7.714E-9,1.000
7.718E-9,999.5E-3
7.721E-9,998.5E-3
7.726E-9,996.6E-3
7.728E-9,995.3E-3
7.731E-9,994.4E-3
7.734E-9,994.8E-3
7.736E-9,995.7E-3
7.740E-9,997.0E-3
7.743E-9,997.9E-3
7.746E-9,998.7E-3
7.751E-9,999.4E-3
7.757E-9,999.9E-3
7.765E-9,1.000
7.774E-9,1.000
7.788E-9,1.000
7.809E-9,1.000
7.849E-9,1.000
7.929E-9,1.000
8.064E-9,1.000
8.235E-9,1.000
8.459E-9,1.000
8.757E-9,1.000
9.171E-9,1.000
9.585E-9,1.000
10.00E-9,1.000
10.00E-9,1.000
10.00E-9,1.000
10.00E-9,999.9E-3
10.00E-9,999.8E-3
10.00E-9,999.7E-3
10.00E-9,999.5E-3
10.00E-9,999.3E-3
10.01E-9,999.0E-3
10.01E-9,998.9E-3
10.02E-9,998.7E-3
10.02E-9,998.5E-3
10.03E-9,998.9E-3
10.04E-9,1.001
10.05E-9,1.004
10.05E-9,1.007
10.05E-9,1.007
10.05E-9,1.007
10.05E-9,1.008
10.05E-9,1.008
10.05E-9,1.009
10.05E-9,1.009
10.05E-9,1.010
10.05E-9,1.010
10.05E-9,1.011
10.06E-9,1.011
10.06E-9,1.002
10.06E-9,972.9E-3
10.06E-9,916.4E-3
10.07E-9,830.9E-3
10.07E-9,703.9E-3
10.08E-9,593.6E-3
10.08E-9,468.8E-3
10.08E-9,325.7E-3
10.09E-9,203.8E-3
10.09E-9,134.2E-3
10.10E-9,62.60E-3
10.10E-9,59.66E-3
10.10E-9,58.21E-3
10.10E-9,55.41E-3
10.10E-9,50.19E-3
10.10E-9,41.08E-3
10.11E-9,27.28E-3
10.11E-9,11.73E-3
10.12E-9,4.553E-3
10.13E-9,1.523E-3
10.14E-9,513.2E-6
10.15E-9,287.8E-6
10.16E-9,206.4E-6
10.17E-9,195.3E-6
10.18E-9,198.2E-6
10.19E-9,204.9E-6
10.20E-9,216.0E-6
10.20E-9,216.1E-6
10.20E-9,216.4E-6
10.20E-9,217.2E-6
10.20E-9,220.0E-6
10.20E-9,221.8E-6
10.20E-9,225.8E-6
10.21E-9,234.6E-6
10.21E-9,251.2E-6
10.22E-9,272.5E-6
10.23E-9,282.4E-6
10.25E-9,282.3E-6
10.26E-9,277.8E-6
10.28E-9,274.8E-6
10.29E-9,274.1E-6
10.31E-9,274.9E-6
10.34E-9,275.9E-6
10.37E-9,275.4E-6
10.42E-9,270.0E-6
10.48E-9,255.5E-6
10.57E-9,227.2E-6
10.68E-9,187.2E-6
10.83E-9,150.1E-6
11.01E-9,110.1E-6
11.19E-9,48.08E-6
11.40E-9,3.519E-6
11.49E-9,2.871E-6
11.68E-9,-1.884E-6
11.87E-9,940.9E-9
12.25E-9,-1.812E-6
12.50E-9,669.4E-9
12.50E-9,42.46E-6
12.50E-9,122.3E-6
12.50E-9,261.2E-6
12.50E-9,388.0E-6
12.50E-9,543.0E-6
12.51E-9,658.8E-6
12.51E-9,728.9E-6
12.52E-9,739.8E-6
12.53E-9,721.3E-6
12.53E-9,703.1E-6
12.53E-9,681.3E-6
12.54E-9,668.9E-6
12.54E-9,661.3E-6
12.54E-9,665.4E-6
12.54E-9,680.7E-6
12.54E-9,692.6E-6
12.55E-9,698.6E-6
12.55E-9,696.8E-6
12.55E-9,693.6E-6
12.55E-9,689.2E-6
12.55E-9,684.8E-6
12.55E-9,675.6E-6
12.55E-9,670.9E-6
12.55E-9,661.8E-6
12.55E-9,644.2E-6
12.55E-9,635.6E-6
12.55E-9,619.0E-6
12.55E-9,587.7E-6
12.55E-9,531.2E-6
12.55E-9,438.3E-6
12.55E-9,304.9E-6
12.56E-9,195.9E-6
12.56E-9,113.1E-6
12.56E-9,61.19E-6
12.57E-9,84.83E-6
12.57E-9,160.1E-6
12.58E-9,252.4E-6
12.58E-9,347.0E-6
12.58E-9,442.8E-6
12.59E-9,537.0E-6
12.60E-9,421.4E-6
12.60E-9,-780.5E-6
12.61E-9,-3.357E-3
12.61E-9,-7.218E-3
12.61E-9,-8.529E-3
12.62E-9,-10.83E-3
12.62E-9,-12.68E-3
12.62E-9,-11.98E-3
12.63E-9,-9.527E-3
12.63E-9,-8.798E-3
12.63E-9,-7.411E-3
12.63E-9,-6.766E-3
12.63E-9,-5.580E-3
12.64E-9,-5.044E-3
12.64E-9,-4.080E-3
12.64E-9,-3.653E-3
12.64E-9,-2.899E-3
12.64E-9,-1.742E-3
12.65E-9,-531.8E-6
12.66E-9,87.72E-6
12.67E-9,331.3E-6
12.69E-9,356.6E-6
12.71E-9,302.8E-6
12.74E-9,238.8E-6
12.78E-9,178.6E-6
12.85E-9,122.4E-6
12.94E-9,86.91E-6
13.06E-9,61.45E-6
13.22E-9,44.29E-6
13.45E-9,31.28E-6
13.75E-9,22.48E-6
14.16E-9,15.73E-6
14.58E-9,12.34E-6
15.00E-9,9.758E-6
15.00E-9,-11.81E-6
15.00E-9,-49.36E-6
15.00E-9,-103.7E-6
15.00E-9,-147.0E-6
15.00E-9,-199.1E-6
15.01E-9,-252.1E-6
15.01E-9,-299.1E-6
15.02E-9,-329.4E-6
15.03E-9,-366.1E-6
15.03E-9,-417.8E-6
15.04E-9,-515.2E-6
15.04E-9,-859.8E-6
15.05E-9,-1.407E-3
15.05E-9,-2.211E-3
15.05E-9,-2.207E-3
15.05E-9,-2.197E-3
15.05E-9,-2.182E-3
15.05E-9,-2.170E-3
15.05E-9,-2.166E-3
15.05E-9,-2.163E-3
15.05E-9,-2.161E-3
15.05E-9,-2.155E-3
15.06E-9,-2.107E-3
15.06E-9,-2.000E-3
15.06E-9,-1.789E-3
15.07E-9,-1.373E-3
15.07E-9,-495.4E-6
15.08E-9,257.2E-6
15.08E-9,636.8E-6
15.08E-9,614.6E-6
15.09E-9,463.2E-6
15.09E-9,342.5E-6
15.10E-9,277.8E-6
15.10E-9,244.9E-6
15.10E-9,241.7E-6
15.10E-9,235.0E-6
15.10E-9,223.3E-6
15.10E-9,218.8E-6
15.10E-9,210.9E-6
15.10E-9,199.6E-6
15.10E-9,188.3E-6
15.11E-9,188.6E-6
15.11E-9,207.8E-6
15.12E-9,220.7E-6
15.13E-9,223.2E-6
15.14E-9,220.8E-6
15.15E-9,220.0E-6
15.17E-9,225.4E-6
15.19E-9,233.8E-6
15.20E-9,243.0E-6
15.22E-9,250.5E-6
15.23E-9,258.1E-6
15.26E-9,266.1E-6
15.30E-9,273.7E-6
15.35E-9,276.9E-6
15.42E-9,269.7E-6
15.52E-9,245.8E-6
15.64E-9,203.3E-6
15.81E-9,155.5E-6
16.03E-9,103.9E-6
16.22E-9,39.92E-6
16.43E-9,1.369E-6
16.52E-9,1.984E-6
16.69E-9,-1.322E-6
16.90E-9,978.8E-9
17.20E-9,-1.160E-6
17.50E-9,767.5E-9
17.50E-9,44.55E-6
17.50E-9,128.4E-6
17.50E-9,273.8E-6
17.50E-9,411.9E-6
17.50E-9,583.0E-6
17.51E-9,705.3E-6
17.51E-9,772.4E-6
17.52E-9,773.2E-6
17.53E-9,740.0E-6
17.53E-9,699.6E-6
17.53E-9,624.4E-6
17.54E-9,555.9E-6
17.54E-9,490.5E-6
17.54E-9,496.7E-6
17.54E-9,548.9E-6
17.55E-9,620.3E-6
17.55E-9,671.7E-6
17.55E-9,709.1E-6
17.55E-9,734.5E-6
17.55E-9,729.7E-6
17.55E-9,719.7E-6
17.55E-9,714.6E-6
17.55E-9,704.8E-6
17.55E-9,685.8E-6
17.55E-9,650.0E-6
17.55E-9,585.8E-6
17.55E-9,480.1E-6
17.55E-9,333.0E-6
17.56E-9,212.3E-6
17.56E-9,131.9E-6
17.56E-9,134.0E-6
17.57E-9,190.9E-6
17.57E-9,271.4E-6
17.57E-9,353.6E-6
17.58E-9,439.2E-6
17.58E-9,529.6E-6
17.59E-9,533.3E-6
17.60E-9,-273.3E-6
17.60E-9,-2.233E-3
17.61E-9,-5.898E-3
17.61E-9,-9.949E-3
17.61E-9,-11.02E-3
17.61E-9,-11.48E-3
17.61E-9,-11.69E-3
17.61E-9,-11.78E-3
17.61E-9,-11.95E-3
17.62E-9,-12.19E-3
17.62E-9,-12.15E-3
17.62E-9,-10.84E-3
17.62E-9,-8.886E-3
17.63E-9,-7.063E-3
17.63E-9,-5.087E-3
17.63E-9,-2.988E-3
17.64E-9,-1.508E-3
17.65E-9,-512.6E-6
17.65E-9,59.51E-6
17.67E-9,328.2E-6
17.68E-9,368.3E-6
17.70E-9,313.8E-6
17.73E-9,249.2E-6
17.76E-9,188.6E-6
17.83E-9,128.7E-6
17.92E-9,91.40E-6
18.04E-9,64.60E-6
18.20E-9,46.59E-6
18.41E-9,32.98E-6
18.70E-9,23.67E-6
19.09E-9,16.67E-6
19.63E-9,12.04E-6
20.00E-9,9.894E-6
20.00E-9,-26.99E-6
20.00E-9,-95.78E-6
20.00E-9,-200.7E-6
20.00E-9,-286.3E-6
20.00E-9,-378.5E-6
20.01E-9,-439.1E-6
20.01E-9,-454.1E-6
20.02E-9,-431.9E-6
20.02E-9,-407.6E-6
20.03E-9,-408.2E-6
20.04E-9,-449.4E-6
20.04E-9,-715.0E-6
20.05E-9,-1.338E-3
20.05E-9,-2.152E-3
20.05E-9,-2.150E-3
20.05E-9,-2.143E-3
20.05E-9,-2.133E-3
20.05E-9,-2.123E-3
20.05E-9,-2.121E-3
20.05E-9,-2.118E-3
20.05E-9,-2.116E-3
20.05E-9,-2.116E-3
20.05E-9,-2.116E-3
20.05E-9,-2.112E-3
20.06E-9,-2.082E-3
20.06E-9,-2.025E-3
20.06E-9,-1.915E-3
20.07E-9,-1.653E-3
20.07E-9,-1.048E-3
20.07E-9,-383.7E-6
20.08E-9,42.04E-6
20.08E-9,181.8E-6
20.09E-9,142.9E-6
20.09E-9,101.4E-6
20.10E-9,95.77E-6
20.10E-9,116.5E-6
20.10E-9,120.0E-6
20.10E-9,127.6E-6
20.10E-9,141.1E-6
20.10E-9,161.2E-6
20.10E-9,163.5E-6
20.10E-9,175.0E-6
20.10E-9,188.6E-6
20.11E-9,198.0E-6
20.11E-9,198.4E-6
20.11E-9,198.5E-6
20.12E-9,199.2E-6
20.12E-9,201.1E-6
20.13E-9,203.2E-6
20.14E-9,205.5E-6
20.14E-9,207.6E-6
20.15E-9,210.9E-6
20.16E-9,216.6E-6
20.17E-9,222.2E-6
20.18E-9,226.6E-6
20.19E-9,229.2E-6
20.20E-9,227.1E-6
20.20E-9,227.2E-6
20.20E-9,227.2E-6
20.20E-9,227.0E-6
20.20E-9,225.8E-6
20.21E-9,223.0E-6
20.21E-9,222.1E-6
20.21E-9,221.8E-6
20.22E-9,226.1E-6
20.23E-9,238.1E-6
20.24E-9,250.7E-6
20.25E-9,263.1E-6
20.26E-9,273.7E-6
20.27E-9,262.2E-6
20.28E-9,267.3E-6
20.29E-9,268.0E-6
20.31E-9,274.5E-6
20.33E-9,275.8E-6
20.35E-9,276.9E-6
20.37E-9,276.6E-6
20.39E-9,274.8E-6
20.39E-9,272.9E-6
20.40E-9,271.4E-6
20.40E-9,273.2E-6
20.40E-9,276.9E-6
20.40E-9,282.6E-6
20.40E-9,284.7E-6
20.40E-9,287.9E-6
20.40E-9,291.0E-6
20.40E-9,291.4E-6
20.41E-9,290.8E-6
20.41E-9,287.3E-6
20.41E-9,279.3E-6
20.42E-9,270.4E-6
20.44E-9,266.9E-6
20.45E-9,264.1E-6
20.47E-9,259.9E-6
20.49E-9,254.0E-6
20.52E-9,245.3E-6
20.55E-9,232.6E-6
20.60E-9,214.1E-6
20.68E-9,190.3E-6
20.77E-9,164.2E-6
20.90E-9,137.0E-6
21.06E-9,92.34E-6
21.27E-9,23.54E-6
21.49E-9,-958.0E-9
21.73E-9,550.4E-9
21.92E-9,-1.730E-6
22.22E-9,358.7E-9
22.50E-9,-1.542E-6
22.50E-9,41.23E-6
22.50E-9,127.3E-6
22.50E-9,255.1E-6
22.50E-9,383.4E-6
22.50E-9,540.5E-6
22.51E-9,665.4E-6
22.51E-9,732.7E-6
22.52E-9,738.7E-6
22.53E-9,717.3E-6
22.53E-9,701.1E-6
22.53E-9,676.2E-6
22.54E-9,660.3E-6
22.54E-9,646.6E-6
22.54E-9,634.7E-6
22.54E-9,626.5E-6
22.54E-9,630.7E-6
22.55E-9,647.0E-6
22.55E-9,668.4E-6
22.55E-9,683.5E-6
22.55E-9,696.0E-6
22.55E-9,691.3E-6
22.55E-9,681.5E-6
22.55E-9,676.6E-6
22.55E-9,667.1E-6
22.55E-9,648.7E-6
22.55E-9,639.9E-6
22.55E-9,622.8E-6
22.55E-9,590.7E-6
22.55E-9,534.0E-6
22.55E-9,442.5E-6
22.55E-9,314.0E-6
22.56E-9,216.4E-6
22.56E-9,140.0E-6
22.56E-9,79.17E-6
22.57E-9,40.25E-6
22.57E-9,93.91E-6
22.58E-9,200.8E-6
22.58E-9,309.0E-6
22.59E-9,417.6E-6
22.59E-9,512.7E-6
22.60E-9,503.3E-6
22.61E-9,-399.6E-6
22.61E-9,-2.482E-3
22.62E-9,-6.157E-3
22.62E-9,-10.13E-3
22.62E-9,-11.04E-3
22.62E-9,-11.40E-3
22.63E-9,-11.83E-3
22.63E-9,-11.51E-3
22.63E-9,-9.918E-3
22.63E-9,-7.946E-3
22.64E-9,-6.154E-3
22.64E-9,-4.180E-3
22.65E-9,-2.353E-3
22.65E-9,-1.065E-3
22.66E-9,-252.2E-6
22.67E-9,195.2E-6
22.68E-9,365.8E-6
22.70E-9,355.9E-6
22.72E-9,294.6E-6
22.75E-9,230.3E-6
22.79E-9,170.1E-6
22.87E-9,117.2E-6
22.96E-9,83.07E-6
23.09E-9,58.89E-6
23.26E-9,42.25E-6
